#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  15  26 P    1.86234   0.24439   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  15  27 P    1.80550   0.22606   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  15  28 P    1.75598   0.21151  -1.80127   0.61602  33  24  14   1  3.91100  0.00000  7.540E-03 *     0             1.943
  15  29 P    1.71225   0.20184   0.86374   0.48785  67  17   7   8  5.74000  4.34300  6.203E-03 *     0             2.156
  15  30 P    1.67295   0.19749  -0.54363   0.60549 156  31  14   5  5.23010  1.97327  4.811E-03 *     0             2.122
  15  31 P    1.63684   0.19791   0.68081   0.57649 506  37   7  13  6.61040  4.78340  5.165E-03 *     0             2.202
  15  32 P    1.60275   0.20152  -1.32627   0.62295 163  33  14   5  4.31250  1.32284  5.851E-03 *     0             2.054
  15  33 P    1.56960   0.20609   0.74677   0.58095  53  32   7   7  6.18060  3.62790  7.877E-03 *     0             2.183
  15  34 P    1.53634   0.20920  -0.39881   0.61409  35  25  14   6  4.74440  2.32060  1.493E-02 *     0             2.783
  15  35 P    1.50203   0.20861   1.34774   0.56431  27  16  14   3  5.56070  3.85990  2.924E-02       0             2.469
  15  36 P    1.46606   0.20289   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  37 P    1.42890   0.19257   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  15  38 P    1.39126   0.17897   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  15  39 P    1.35379   0.16360   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  40 P    1.31710   0.14801   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  41 P    1.28172   0.13372   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  15  42 P    1.24814   0.12199   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  43 P    1.21679   0.11370   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  15  44 P    1.18804   0.10905   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  45 P    1.16224   0.10750   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  46 P    1.13973   0.10796   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  15  47 P    1.12083   0.10914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  26 S    1.86234   0.24439   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  27 S    1.80550   0.22606   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  28 S    1.75598   0.21151   0.00000   1.00000   2   1   1   2  0.00000  1.50700                  0             0.000
  16  29 S    1.71225   0.20184   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  16  30 S    1.67295   0.19749   1.57121   0.53519  31  27   7   3  7.35200  3.40260  8.115E-03 *     0             1.837
  16  31 S    1.63684   0.19791   0.37549   0.62877 118  53   7   4  6.87200  3.07726  4.330E-03 *     0             2.250
  16  32 S    1.60275   0.20152   2.21380   0.83780 457 170   7  12 10.42800  6.41100  3.049E-03 *     0             2.271
  16  33 S    1.56960   0.20609  -0.04262   0.59958 319  37   7   8  5.62107  3.22069  5.011E-03 *     0             2.281
  16  34 S    1.53634   0.20920   1.44385   0.60504 267  35   7  25  6.89000  6.42142  3.961E-03 *     0             2.179
  16  35 S    1.50203   0.20861  -0.06955   0.63330 141  33  12   7  5.55000  3.42110  1.069E-02 *     0             1.842
  16  36 S    1.46606   0.20289   1.91037   0.48653  26  16   7   9  5.83090  5.25120  4.963E-02       0             2.245
  16  37 S    1.42890   0.19257  -0.34063   0.49432  40  22   7   2  4.07200  0.64618  2.122E-02       0             1.762
  16  38 S    1.39126   0.17897   0.00000   1.00000  15   1   1   2  0.00000  1.29202                  0             0.000
  16  39 S    1.35379   0.16360   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  16  40 S    1.31710   0.14801   0.00000   1.00000  11   1   1   2  0.00000  0.90369                  0             0.000
  16  41 S    1.28172   0.13372   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  16  42 S    1.24814   0.12199   0.00000   1.00000   5   1   1   2  0.00000  0.90300                  0             0.000
  16  43 S    1.21679   0.11370   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  16  44 S    1.18804   0.10905   0.00000   1.00000   9   1   1   3  0.00000  1.36500                  0             0.000
  16  45 S    1.16224   0.10750   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  46 S    1.13973   0.10796   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  16  47 S    1.12083   0.10914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  48 S    1.10591   0.10983   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  16  49 S    1.09513   0.10912   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  28 Cl   1.75598   0.21151   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  29 Cl   1.71225   0.20184   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  30 Cl   1.67295   0.19749   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  31 Cl   1.63684   0.19791   2.83352   0.54138  20  17  14   1  7.59400  0.00000  5.050E-02   F   0             2.040
  17  32 Cl   1.60275   0.20152  -0.81623   0.61795  66  32  14   1  5.16600  0.00000  1.676E-02 *     0             2.243
  17  33 Cl   1.56960   0.20609   0.06212   0.55039  91  26   7   4  5.11700  2.35200  1.172E-02 *     0             1.668
  17  34 Cl   1.53634   0.20920  -1.13737   0.75416 342  73  14   6  5.44400  1.88714  3.631E-03 *     0             2.309
  17  35 Cl   1.50203   0.20861   0.39696   0.61241 352  38   7  10  5.82300  3.96750  7.400E-03 *     0             2.111
  17  36 Cl   1.46606   0.20289  -0.94998   0.66933 422  42  16  11  4.55143  2.81057  3.465E-03 *     0             2.044
  17  37 Cl   1.42890   0.19257   0.39412   0.63423 333  60   7   4  6.19642  3.10352  8.829E-03 *     0             2.572
  17  38 Cl   1.39126   0.17897  -0.78079   0.55733  90  34  14   5  4.07350  1.61741  5.546E-03 *     0             2.245
  17  39 Cl   1.35379   0.16360  -0.71225   0.41189  32  21   7   2  3.53370  0.39642  1.205E-02 *     0             2.823
  17  40 Cl   1.31710   0.14801   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  41 Cl   1.28172   0.13372   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  17  42 Cl   1.24814   0.12199   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  17  43 Cl   1.21679   0.11370   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  17  44 Cl   1.18804   0.10905   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  17  45 Cl   1.16224   0.10750   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  17  46 Cl   1.13973   0.10796   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  17  47 Cl   1.12083   0.10914   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  48 Cl   1.10591   0.10983   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  49 Cl   1.09513   0.10912   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  50 Cl   1.08784   0.10682   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  51 Cl   1.08322   0.10311   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  17  52 Cl   1.08044   0.09837   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  29 Ar   1.71225   0.20184   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  30 Ar   1.67295   0.19749   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  18  31 Ar   1.63684   0.19791   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  32 Ar   1.60275   0.20152   0.00000   1.00000   4   1   1   2  0.00000  1.86700                  0             0.000
  18  33 Ar   1.56960   0.20609   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  18  34 Ar   1.53634   0.20920   1.47047   0.44482  22  10   7   4  4.96700  3.87300  1.350E-02       0             0.000
  18  35 Ar   1.50203   0.20861   0.72078   0.56670  45  28   7   2  6.15300  1.18403  1.426E-02 *     0             2.288
  18  36 Ar   1.46606   0.20289   2.15544   0.53509 267  24   7   3  6.86690  4.17832  1.023E-02 *     0             2.338
  18  37 Ar   1.42890   0.19257  -0.03387   0.63807 110  41  17  13  5.26700  3.70619  2.140E-03 *     0             2.386
  18  38 Ar   1.39126   0.17897   1.67186   0.62448 677  77   7  10  7.70200  4.87700  2.023E-03 *     0             2.558
  18  39 Ar   1.35379   0.16360  -0.79905   0.53404 116  35  19   4  4.12000  2.09275  4.552E-03 *     0             2.408
  18  40 Ar   1.31710   0.14801   0.34776   0.51092 179  74   7  11  6.01300  3.91885  7.688E-03 *     0             2.578
  18  41 Ar   1.28172   0.13372  -0.71089   0.36920 128  32   7   5  3.90000  1.35371  1.433E-02 *     0             1.848
  18  42 Ar   1.24814   0.12199   0.82630   0.30345  66  19   7   2  4.63390  1.20822  9.156E-03 *     0             2.300
  18  43 Ar   1.21679   0.11370  -0.76633   0.24175  22  10   7   1  1.94496  0.00000  6.751E-02   F   0             0.000
  18  44 Ar   1.18804   0.10905   0.00000   1.00000  12   1   1   3  0.00000  1.15797                  0             0.000
  18  45 Ar   1.16224   0.10750  -0.55646   0.22262  20   9   7   1  1.91100  0.00000  4.875E-02       0             0.000
  18  46 Ar   1.13973   0.10796   0.00000   1.00000   2   1   1   2  0.00000  1.57700                  0             0.000
  18  47 Ar   1.12083   0.10914   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  18  48 Ar   1.10591   0.10983   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  18  49 Ar   1.09513   0.10912   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  50 Ar   1.08784   0.10682   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  18  51 Ar   1.08322   0.10311   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  52 Ar   1.08044   0.09837   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  18  53 Ar   1.07868   0.09317   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  18  54 Ar   1.07705   0.08826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  31 K    1.63684   0.19791   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  32 K    1.60275   0.20152   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  33 K    1.56960   0.20609   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  34 K    1.53634   0.20920   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  35 K    1.50203   0.20861   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  19  36 K    1.46606   0.20289  -0.77207   0.45011  22  12   7   1  2.86940  0.00000  3.261E-02       0             0.000
  19  37 K    1.42890   0.19257  -0.05164   0.57942 103  33  11   4  4.84260  2.17018  5.872E-03 *     0             1.855
  19  38 K    1.39126   0.17897  -0.51019   0.61685 104  46  20   6  4.80600  2.61301  3.624E-03 *     0             2.250
  19  39 K    1.35379   0.16360   0.92913   0.56607 234  64  11  11  6.55100  4.12650  2.353E-03 *     0             2.503
  19  40 K    1.31710   0.14801  -1.44111   0.53028 197  60  19  12  3.92407  2.29055  3.695E-03 *     0             2.407
  19  41 K    1.28172   0.13372  -1.16294   0.48214 204  60  20  11  4.07500  2.31662  4.276E-03 *     0             2.398
  19  42 K    1.24814   0.12199  -2.31016   0.41555 283  57  14   4  2.71810  0.63873  9.617E-03 *     0             2.525
  19  43 K    1.21679   0.11370  -1.16816   0.35999  72  40  13   5  3.45560  1.10993  9.699E-03 *     0             2.615
  19  44 K    1.18804   0.10905   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  19  45 K    1.16224   0.10750   0.23761   0.29086  27  16  14   2  3.44000  0.47445  8.178E-03       0             1.874
  19  46 K    1.13973   0.10796   0.00000   1.00000  16   1   1   2  0.00000  0.58740                  0             0.000
  19  47 K    1.12083   0.10914   1.82271   0.29174  30  15  14   2  4.90000  0.36000  2.376E-02       0             2.164
  19  48 K    1.10591   0.10983   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  19  49 K    1.09513   0.10912   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  19  50 K    1.08784   0.10682   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  19  51 K    1.08322   0.10311   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  52 K    1.08044   0.09837   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  53 K    1.07868   0.09317   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  54 K    1.07705   0.08826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  55 K    1.07460   0.08445   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  56 K    1.07035   0.08240   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  57 K    1.06330   0.08229   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  58 K    1.05248   0.08361   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  19  59 K    1.03698   0.08527   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  33 Ca   1.56960   0.20609   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  20  34 Ca   1.53634   0.20920   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
